,
,簡化程式碼
,
,
,livescript
http://livescript.net/,livescript主頁
,
,
,react
http://facebook.github.io/react/docs/why-react.html,動機
http://facebook.github.io/react/,react主頁
,
,
,
,
,
,
,
,
,製版
https://docs.angularjs.org/api/ngRoute,ngRoute主頁
,
,
http://jade-lang.com/,Jade主頁
,
https://help.github.com/articles/using-jekyll-with-pages/,Jekyll主頁
,
,
,
,
,
http://fireapp.kkbox.com/doc/tw/getting_started.html,fire.app
